X;Y;STRUCTYPE
94;45;POLE
94;44;MAST
95;44;MAST
95;44;B
94;44;MAST
94;44;MAST
94;44;MAST
95;44;MAST
95;44;MAST
95;44;MAST
94;44;MAST
94;44;TOWER
95;44;POLE
95;44;TOWER
94;44;MAST
95;44;POLE
95;43;MAST
95;44;MAST
95;44;POLE
95;43;TOWER
95;43;TOWER
95;43;MAST
95;43;TOWER
95;43;MAST
95;44;MAST
95;44;MAST
95;43;TOWER
95;44;TOWER
87;50;TOWER
87;50;TOWER
87;50;TOWER
87;50;TOWER
87;50;TOWER
87;50;MAST
87;50;TOWER
87;49;TOWER
88;49;TOWER
87;50;MAST
87;49;TOWER
87;49;MAST
87;49;TOWER
87;50;MAST
87;49;MAST
87;49;TOWER
88;50;MAST
88;50;MAST
87;49;MAST
88;50;TOWER
87;49;POLE
87;49;MAST
87;49;TOWER
87;49;MAST
88;49;TOWER
87;49;MAST
88;49;MAST
88;49;MAST
88;49;POLE
91;47;MAST
92;47;TOWER
92;48;POLE
92;48;MAST
92;48;MAST
93;48;MAST
92;47;TOWER
92;47;MAST
92;47;POLE
91;48;MAST
92;48;MAST
92;48;MAST
92;47;TOWER
92;47;TOWER
93;48;TOWER
91;48;MAST
91;47;MAST
92;47;POLE
92;48;MAST
92;48;POLE
92;48;POLE
93;48;TOWER
92;48;TOWER
92;48;MAST
92;48;MAST
93;48;MAST
92;48;MAST
92;48;MAST
92;48;TOWER
93;48;POLE
96;42;TOWER
95;41;MAST
96;41;BTWR
95;41;MAST
96;41;POLE
96;42;TOWER
95;41;MAST
96;41;MAST
96;41;POLE
95;41;MAST
95;41;TOWER
96;42;POLE
87;48;N/A
87;48;TOWER
88;48;N/A
88;48;N/A
87;48;TOWER
88;48;MAST
88;48;TOWER
91;49;MAST
91;49;MAST
91;49;MAST
91;49;MAST
91;49;MAST
91;49;MAST
91;49;MAST
91;49;MAST
90;49;TOWER
91;49;TOWER
91;49;MAST
91;49;TOWER
91;49;MAST
91;49;MAST
91;48;TOWER
91;49;TOWER
90;49;MAST
90;49;TOWER
90;49;TOWER
89;45;TOWER
89;45;TOWER
89;45;TOWER
88;46;TOWER
88;45;TOWER
89;45;TOWER
88;45;MAST
88;45;TOWER
88;45;TOWER
89;45;TOWER
89;46;TOWER
89;45;TOWER
88;45;TOWER
88;45;TOWER
89;45;TOWER
89;45;TOWER
89;45;TOWER
93;48;MAST
93;48;MAST
93;48;MAST
93;48;MAST
93;48;MAST
93;48;TOWER
93;48;TOWER
93;49;TOWER
93;48;TOWER
95;42;TOWER
95;42;MAST
95;42;TOWER
95;43;MAST
95;43;POLE
95;42;MAST
95;42;MAST
95;42;POLE
95;43;MAST
95;42;MAST
95;43;POLE
95;42;TOWER
95;42;POLE
95;42;TOWER
95;42;TOWER
95;42;TOWER
95;43;MAST
95;42;POLE
95;42;MAST
94;42;MAST
94;42;MAST
94;42;TOWER
95;43;TOWER
95;43;POLE
95;43;MAST
94;43;POLE
95;43;MAST
95;42;POLE
94;42;MAST
94;43;TOWER
94;43;MAST
94;43;MAST
95;43;MAST
95;43;MAST
95;43;B
95;43;POLE
95;43;MAST
95;43;TOWER
95;43;MAST
93;47;N/A
93;47;N/A
93;47;N/A
93;47;N/A
93;47;N/A
93;48;N/A
93;48;N/A
91;48;MAST
91;47;MAST
91;47;MAST
91;48;POLE
91;48;MAST
91;47;MAST
91;48;TOWER
91;48;TOWER
91;47;TOWER
92;47;MAST
92;47;MAST
92;47;MAST
92;47;MAST
92;47;MAST
92;47;MAST
92;47;POLE
91;47;TOWER
91;47;TOWER
91;47;TOWER
91;48;TOWER
92;47;TOWER
91;47;TOWER
91;47;POLE
91;47;MAST
91;48;TOWER
92;47;TOWER
91;47;TOWER
91;47;TOWER
91;47;TOWER
91;47;TOWER
91;47;TOWER
92;47;TOWER
91;47;TOWER
95;55;N/A
95;55;N/A
95;55;MAST
95;55;MAST
95;55;TOWER
95;55;N/A
95;55;MAST
95;55;N/A
95;55;N/A
95;55;N/A
95;55;TOWER
95;55;B
95;55;N/A
95;55;MAST
95;55;N/A
95;55;MAST
95;55;N/A
95;55;N/A
95;55;N/A
95;55;N/A
95;51;TOWER
95;51;TOWER
95;50;TOWER
95;51;TOWER
95;51;N/A
95;51;TOWER
95;51;TOWER
95;51;MAST
95;51;TOWER
92;47;MAST
92;47;TOWER
92;47;POLE
92;47;POLE
93;47;TOWER
93;47;TOWER
95;41;MAST
95;41;TOWER
95;41;POLE
95;41;MAST
96;41;TOWER
96;40;B
96;40;TOWER
96;41;TOWER
96;40;POLE
96;41;B
96;41;B
96;40;MAST
96;41;BPOLE
96;41;B
96;40;POLE
96;41;MAST
96;40;B
96;41;MAST
96;40;TOWER
95;41;MAST
96;40;POLE
96;41;MAST
95;38;MAST
96;39;TOWER
95;39;MAST
95;38;MAST
94;38;MAST
96;39;MAST
95;39;MAST
95;39;MAST
96;39;TOWER
96;39;MAST
95;38;POLE
95;39;TOWER
90;52;MAST
90;52;MAST
90;52;MAST
91;52;TOWER
90;52;TOWER
90;52;TOWER
90;52;TOWER
91;52;MAST
91;52;MAST
90;52;TOWER
91;52;MAST
91;52;MAST
90;52;TOWER
91;52;TOWER
90;52;TOWER
91;52;MAST
87;49;TOWER
88;49;TOWER
88;49;MAST
87;49;TOWER
88;49;TOWER
87;49;TOWER
87;49;MAST
88;49;MAST
88;49;MAST
88;49;TOWER
87;49;TOWER
87;49;TOWER
87;49;MAST
88;49;TOWER
87;48;TOWER
87;48;TOWER
87;49;TOWER
87;49;TOWER
88;48;TOWER
87;49;TOWER
87;49;TOWER
87;48;TOWER
88;48;TOWER
87;48;TOWER
88;48;TOWER
88;48;TOWER
88;48;TOWER
88;49;TOWER
87;48;TOWER
88;49;TOWER
105;55;TOWER
105;55;TOWER
104;55;TOWER
105;56;TOWER
105;56;TOWER
105;56;TOWER
105;55;TOWER
105;56;TOWER
56;61;N/A
56;61;N/A
56;61;TOWER
55;61;N/A
56;61;N/A
55;61;N/A
57;61;N/A
56;61;N/A
56;61;N/A
56;61;N/A
56;61;N/A
55;62;N/A
56;61;N/A
56;61;N/A
55;61;N/A
56;61;TOWER
55;61;TOWER
56;61;TOWER
92;47;TOWER
92;46;POLE
92;47;MAST
93;47;TOWER
92;46;MAST
93;46;MAST
93;47;TOWER
93;47;TOWER
93;46;POLE
92;47;TOWER
92;46;MAST
92;46;TOWER
93;47;TOWER
93;47;TOWER
92;46;POLE
92;47;POLE
91;52;TOWER
91;52;TOWER
91;52;MAST
91;52;MAST
91;52;TOWER
91;52;MAST
91;52;MAST
91;52;TOWER
79;40;MAST
78;40;MAST
79;40;MAST
79;40;MAST
79;40;MAST
79;40;POLE
78;40;MAST
78;40;POLE
79;40;POLE
79;40;TANK
79;40;MAST
79;40;POLE
79;40;MAST
78;40;POLE
79;40;POLE
78;40;POLE
79;40;B
106;55;TOWER
105;55;POLE
106;56;UPOLE
106;56;MAST
106;55;POLE
106;56;MAST
106;56;MAST
106;55;MAST
106;55;POLE
104;56;TOWER
104;56;MAST
104;55;POLE
104;56;MAST
105;56;N/A
105;56;TOWER
104;56;N/A
104;56;N/A
104;56;N/A
105;56;N/A
104;56;N/A
105;56;N/A
104;56;TOWER
104;56;B
90;48;TOWER
90;48;TOWER
91;48;TOWER
90;47;TOWER
90;48;TOWER
103;55;TOWER
103;55;TOWER
103;55;POLE
103;55;MAST
103;55;BANT
103;55;TOWER
103;55;POLE
103;55;SILO
77;48;TOWER
77;48;N/A
78;47;N/A
77;47;N/A
76;48;N/A
77;47;N/A
78;47;N/A
77;48;TOWER
87;59;N/A
86;59;N/A
87;59;N/A
87;59;TOWER
86;59;TOWER
86;59;POLE
87;59;TOWER
87;59;B
87;59;TOWER
86;59;TOWER
87;59;TOWER
87;59;POLE
87;59;POLE
86;59;TOWER
87;59;POLE
86;59;TOWER
87;59;TOWER
86;59;TOWER
87;59;TOWER
87;59;TOWER
90;48;N/A
89;47;N/A
89;48;N/A
89;47;N/A
89;48;N/A
90;47;N/A
90;47;N/A
89;47;N/A
90;47;N/A
90;48;N/A
90;47;N/A
89;48;N/A
89;48;N/A
89;47;N/A
89;47;N/A
89;47;N/A
88;47;N/A
88;46;TOWER
88;47;N/A
88;47;N/A
88;46;N/A
89;47;N/A
88;48;N/A
88;47;N/A
88;47;N/A
90;49;MAST
90;48;MAST
91;49;TOWER
90;48;TOWER
91;49;TOWER
90;49;TANK
90;49;TOWER
90;48;TOWER
90;48;MAST
90;48;MAST
90;48;MAST
90;48;MAST
90;48;MAST
90;48;MAST
88;48;MAST
89;48;MAST
89;48;MAST
88;48;MAST
89;48;TOWER
89;48;MAST
89;48;MAST
95;42;TOWER
95;42;TOWER
95;43;MAST
96;42;TOWER
96;42;B
96;42;TOWER
96;42;TOWER
95;42;TOWER
96;42;TOWER
95;42;TOWER
96;42;MAST
95;42;TOWER
96;42;MAST
96;42;TOWER
96;42;TOWER
95;42;MAST
95;43;TOWER
78;44;TOWER
78;44;TOWER
77;45;TOWER
76;45;TOWER
78;45;TOWER
77;44;TOWER
77;44;TOWER
77;44;TOWER
77;44;TOWER
77;44;TOWER
78;45;TOWER
77;46;TOWER
77;45;TOWER
78;45;TOWER
78;45;TOWER
78;45;TOWER
78;45;TOWER
77;45;TOWER
76;45;TOWER
78;45;TOWER
76;46;TOWER
76;44;MAST
78;44;MAST
77;44;MAST
78;44;MAST
77;44;TOWER
76;44;TOWER
78;44;TOWER
78;44;TOWER
76;45;TOWER
76;44;TOWER
94;50;MAST
93;50;TOWER
81;46;MAST
81;46;TOWER
81;46;TOWER
81;46;TOWER
81;46;TOWER
81;46;TOWER
81;46;TOWER
81;46;TOWER
81;46;TOWER
81;46;TOWER
70;53;N/A
70;53;N/A
70;53;N/A
70;53;N/A
70;53;N/A
70;53;N/A
69;53;N/A
69;53;N/A
68;52;N/A
70;53;N/A
69;53;N/A
71;54;N/A
71;54;N/A
71;54;BANT
68;53;N/A
70;53;N/A
69;53;N/A
71;54;N/A
70;53;N/A
68;53;N/A
69;53;N/A
69;53;N/A
69;52;N/A
69;53;N/A
69;53;N/A
68;53;N/A
68;53;TOWER
69;52;N/A
69;53;N/A
68;53;N/A
67;53;N/A
69;53;N/A
67;53;N/A
69;53;POLE
69;53;TOWER
68;53;MAST
69;53;MAST
91;54;TOWER
91;54;TOWER
91;53;TOWER
91;54;MAST
91;54;TOWER
91;53;TOWER
91;54;TOWER
91;54;TOWER
91;54;TOWER
54;56;MAST
54;57;MAST
53;56;POLE
54;56;MAST
53;56;TOWER
53;56;POLE
53;56;MAST
103;55;TOWER
103;55;POLE
103;55;TOWER
103;55;POLE
103;55;POLE
103;55;TOWER
103;55;POLE
103;55;BANT
81;51;TOWER
80;51;TOWER
82;51;TOWER
81;51;TOWER
81;51;TOWER
81;51;TOWER
81;51;TOWER
81;51;TOWER
81;51;TOWER
81;51;TOWER
80;51;TOWER
81;51;TOWER
81;51;TOWER
81;51;TOWER
80;51;TOWER
82;51;TOWER
81;51;TOWER
80;51;TOWER
81;51;TOWER
81;51;TOWER
74;46;TOWER
75;46;TOWER
75;46;TOWER
76;46;TOWER
75;46;TOWER
75;46;TOWER
74;47;TOWER
74;47;TOWER
76;46;TOWER
74;46;TOWER
74;46;TOWER
74;46;TOWER
76;47;TOWER
74;46;TOWER
75;47;TOWER
75;47;TOWER
74;47;TOWER
76;46;TOWER
75;46;TOWER
75;46;TOWER
76;46;TOWER
76;46;TOWER
75;46;POLE
73;46;TOWER
94;41;N/A
94;41;N/A
94;41;N/A
94;41;TOWER
94;41;N/A
94;41;TOWER
94;41;TOWER
95;41;N/A
95;41;N/A
94;41;N/A
94;41;N/A
94;41;N/A
94;41;TOWER
94;41;TOWER
94;41;TOWER
94;41;TOWER
94;41;TOWER
91;55;MAST
91;54;MAST
91;54;TOWER
91;54;TOWER
91;55;TOWER
91;55;TOWER
91;54;TOWER
91;55;MAST
90;54;TOWER
91;55;MAST
86;55;TOWER
86;55;N/A
86;55;N/A
86;55;TOWER
85;55;TOWER
86;55;TOWER
85;55;POLE
86;55;TANK
86;55;TANK
86;55;N/A
86;55;TANK
86;55;TOWER
85;55;TOWER
86;55;TOWER
86;55;TOWER
86;55;TANK
85;56;N/A
86;55;TOWER
86;55;N/A
86;55;N/A
86;55;N/A
86;55;N/A
85;55;TOWER
91;54;TOWER
91;54;TOWER
91;54;MAST
91;53;MAST
91;53;MAST
91;54;MAST
91;53;TOWER
91;54;TOWER
91;54;BANT
91;54;TOWER
91;54;MAST
91;53;TOWER
91;53;MAST
99;51;TOWER
99;51;TOWER
99;50;TOWER
100;51;TOWER
99;51;TOWER
99;51;TOWER
99;51;TOWER
99;51;TOWER
100;51;TOWER
98;51;TOWER
99;51;TOWER
99;50;TOWER
73;58;N/A
73;58;TOWER
74;58;TOWER
72;58;TOWER
73;58;TOWER
73;58;TOWER
73;58;POLE
73;58;TOWER
73;58;TOWER
74;58;TOWER
82;56;TOWER
81;56;TOWER
82;56;TOWER
82;56;TOWER
82;56;TOWER
81;56;TOWER
81;56;TOWER
81;56;TOWER
82;56;TOWER
76;59;TOWER
76;59;TOWER
76;59;TOWER
73;58;TOWER
73;58;TOWER
75;58;TOWER
74;58;TOWER
68;52;N/A
68;51;N/A
68;51;TOWER
69;51;TOWER
69;52;MAST
67;51;N/A
68;51;N/A
68;51;N/A
69;52;N/A
68;52;MAST
59;58;N/A
59;58;N/A
60;58;N/A
60;58;N/A
60;59;N/A
59;58;N/A
59;58;N/A
60;59;MAST
81;57;TOWER
81;57;MAST
81;57;TOWER
81;57;TOWER
82;57;TOWER
81;57;TOWER
82;57;TOWER
82;57;SILO
81;57;TOWER
81;57;MAST
81;56;MAST
82;57;TOWER
81;57;TOWER
76;62;TOWER
77;62;TOWER
78;63;TOWER
76;62;TOWER
76;63;N/A
77;62;TOWER
77;63;TOWER
77;62;MAST
77;63;MAST
78;61;TOWER
77;61;TOWER
76;60;N/A
77;61;TOWER
76;62;TOWER
77;60;TOWER
77;61;TOWER
77;61;TOWER
76;61;TOWER
76;61;TOWER
77;61;TOWER
77;61;TOWER
77;61;TOWER
77;61;TOWER
77;60;TOWER
76;60;TOWER
76;60;TOWER
76;62;TOWER
78;61;TOWER
78;58;TOWER
76;58;TOWER
77;58;TOWER
78;57;TOWER
77;58;TOWER
78;58;B
77;57;TOWER
77;58;N/A
77;57;TOWER
76;58;MAST
76;58;TOWER
78;58;TOWER
65;51;TOWER
65;51;N/A
67;52;N/A
64;52;TOWER
64;51;TOWER
64;52;MAST
64;51;TOWER
57;53;TOWER
58;55;MAST
57;54;MAST
59;55;MAST
58;55;TOWER
58;53;MAST
57;54;MAST
59;54;MAST
58;55;POLE
59;55;POLE
57;53;TOWER
59;53;MAST
58;54;TOWER
59;55;MAST
58;55;TOWER
59;56;TOWER
88;56;MAST
88;56;MAST
88;56;MAST
88;56;POLE
89;55;MAST
88;56;POLE
88;56;POLE
88;56;B
88;55;MAST
88;56;POLE
88;56;MAST
89;56;POLE
89;55;POLE
88;55;POLE
88;56;MAST
88;56;UPOLE
88;56;POLE
89;56;STACK
88;56;POLE
89;55;POLE
88;56;POLE
89;56;B
88;56;POLE
88;55;POLE
88;55;MAST
89;55;TANK
88;56;POLE
88;56;MAST
88;55;MAST
88;56;POLE
88;56;POLE
88;56;POLE
88;56;POLE
88;56;B
78;49;N/A
78;48;TOWER
78;48;N/A
78;48;TOWER
78;48;TOWER
78;48;TOWER
78;48;TOWER
78;48;TOWER
65;46;N/A
65;46;N/A
65;46;N/A
65;46;MAST
65;46;N/A
65;46;N/A
65;46;N/A
65;46;TOWER
65;46;MAST
65;46;POLE
65;46;N/A
65;46;N/A
65;46;N/A
65;46;B
65;46;N/A
65;46;POLE
65;46;N/A
65;46;N/A
65;46;MAST
65;46;TOWER
65;46;POLE
65;46;POLE
65;46;UPOLE
65;46;POLE
65;46;MAST
65;46;POLE
66;46;POLE
65;46;TOWER
65;46;POLE
65;46;B
65;46;POLE
65;46;POLE
81;51;N/A
81;51;N/A
81;51;N/A
81;51;N/A
80;51;N/A
81;51;N/A
81;52;TOWER
80;51;N/A
80;51;N/A
80;51;N/A
82;51;TOWER
82;51;TOWER
80;51;N/A
82;51;N/A
81;51;N/A
81;51;TOWER
80;51;TOWER
81;51;TOWER
81;51;TOWER
81;51;TOWER
81;51;TOWER
82;51;TOWER
81;52;TOWER
62;46;MAST
61;46;MAST
62;47;TOWER
62;47;MAST
62;47;MAST
63;47;MAST
63;48;TOWER
63;47;TOWER
62;47;MAST
62;46;MAST
61;46;MAST
62;48;MAST
62;46;POLE
63;47;TOWER
62;46;TOWER
62;46;TOWER
61;47;TOWER
62;47;TOWER
62;47;POLE
62;47;TOWER
62;47;POLE
62;46;TOWER
81;56;TOWER
82;56;TOWER
82;56;TOWER
81;56;TOWER
81;56;TOWER
81;56;TOWER
81;56;TOWER
59;58;TOWER
60;59;TOWER
59;58;TOWER
60;60;TOWER
60;58;TOWER
60;59;TOWER
59;58;TOWER
60;58;TOWER
60;58;TOWER
60;59;MAST
73;52;N/A
74;52;N/A
73;52;N/A
72;52;N/A
74;52;N/A
72;52;TOWER
73;52;MAST
73;52;POLE
77;61;TOWER
76;61;TOWER
77;61;TOWER
76;60;TOWER
77;61;TOWER
76;62;TOWER
77;62;TOWER
77;60;TOWER
77;61;TOWER
76;61;TOWER
78;61;TOWER
78;61;POLE
77;60;TOWER
76;60;TOWER
77;60;TOWER
76;60;TOWER
75;60;TOWER
76;60;BANT
77;61;POLE
77;61;TOWER
76;60;MAST
84;45;TOWER
84;45;TOWER
84;45;N/A
83;45;N/A
84;45;N/A
84;45;N/A
83;45;N/A
83;45;N/A
84;45;N/A
84;45;TOWER
84;45;N/A
84;45;N/A
84;45;TOWER
84;45;TOWER
84;45;TOWER
83;45;TOWER
83;45;TOWER
84;45;TOWER
84;45;TOWER
84;45;TOWER
84;45;TOWER
84;46;TOWER
84;45;TOWER
84;45;TOWER
84;45;TOWER
84;45;TOWER
84;45;TOWER
84;45;POLE
84;45;TOWER
84;45;TOWER
84;45;TOWER
84;45;TOWER
84;45;TOWER
84;45;TOWER
84;45;POLE
84;45;TOWER
83;45;TOWER
84;45;TOWER
83;45;TOWER
84;45;TOWER
83;45;TOWER
84;45;TOWER
84;45;TOWER
84;45;TOWER
67;49;TOWER
70;51;TOWER
68;49;TOWER
90;53;TOWER
90;53;MAST
90;53;MAST
90;53;TOWER
102;55;TOWER
101;55;TOWER
102;55;TOWER
84;58;N/A
84;58;N/A
84;58;N/A
84;58;N/A
84;58;TOWER
84;58;TOWER
84;58;TOWER
84;58;POLE
87;59;N/A
88;59;N/A
88;59;N/A
88;59;N/A
87;59;N/A
89;59;N/A
88;59;N/A
88;59;N/A
88;59;N/A
87;59;N/A
88;60;N/A
88;59;N/A
88;59;N/A
88;59;N/A
88;59;N/A
87;59;N/A
88;59;TOWER
88;58;TOWER
88;59;TOWER
88;59;TOWER
87;59;TOWER
88;59;TOWER
88;59;TOWER
89;59;BANT
88;59;TOWER
88;59;TOWER
87;59;TOWER
88;59;TOWER
88;59;TOWER
90;56;TOWER
90;56;TOWER
90;56;MAST
90;56;TOWER
90;56;MAST
90;56;POLE
89;56;POLE
107;59;N/A
107;59;N/A
108;59;N/A
108;59;N/A
107;59;TOWER
107;59;N/A
108;60;N/A
108;59;N/A
107;58;N/A
108;59;N/A
107;59;TOWER
108;59;TOWER
108;59;TOWER
107;59;B
107;59;TOWER
107;59;TOWER
107;59;TOWER
107;59;TANK
80;45;TOWER
80;44;TOWER
80;44;TOWER
80;45;TOWER
80;44;TOWER
79;43;TOWER
79;43;MAST
79;43;TOWER
79;42;MAST
79;43;POLE
106;56;MAST
106;56;TOWER
106;55;TOWER
106;56;TOWER
106;55;TOWER
106;56;TOWER
106;55;MAST
106;55;MAST
106;56;TOWER
106;56;TANK
106;56;MAST
84;58;TOWER
84;58;TOWER
84;59;TOWER
83;59;TANK
84;59;POLE
84;59;TANK
84;59;POLE
84;59;TOWER
84;59;MAST
85;59;TOWER
84;58;TOWER
85;59;TOWER
91;48;TOWER
91;48;TOWER
91;48;TOWER
91;48;TOWER
91;48;MAST
91;48;POLE
91;48;TOWER
81;49;TOWER
81;50;TOWER
81;50;TOWER
82;50;TOWER
81;50;TOWER
81;50;TOWER
81;50;MAST
81;50;TOWER
81;50;MAST
82;49;TOWER
82;49;N/A
82;49;N/A
82;49;N/A
82;48;N/A
82;49;N/A
81;49;TOWER
82;49;TOWER
81;49;TOWER
82;49;N/A
82;49;TOWER
82;49;MAST
81;49;TOWER
54;51;POLE
54;52;MAST
54;52;POLE
55;51;PIPE
53;52;POLE
55;52;POLE
54;51;POLE
54;51;MAST
54;52;TOWER
53;52;TOWER
54;51;POLE
55;52;POLE
54;52;PIPE
55;52;MAST
54;52;TOWER
54;52;POLE
55;52;MAST
55;52;POLE
54;51;POLE
54;52;UPOLE
54;52;B
54;51;TOWER
83;48;TOWER
83;48;TOWER
83;48;TOWER
84;48;N/A
83;49;N/A
83;49;N/A
84;48;TOWER
84;48;TOWER
83;48;TOWER
83;48;TOWER
83;47;N/A
84;48;TOWER
83;48;N/A
83;48;N/A
83;48;TOWER
83;49;TOWER
85;47;N/A
86;47;N/A
85;47;N/A
85;47;N/A
86;47;N/A
86;47;TOWER
85;47;N/A
76;53;TOWER
75;53;TOWER
75;52;TOWER
75;52;TOWER
75;52;TOWER
76;52;TOWER
74;53;TOWER
75;53;TOWER
75;53;TOWER
76;53;TOWER
75;53;TOWER
81;43;POLE
81;43;TOWER
82;43;POLE
81;43;MAST
81;43;POLE
81;43;B
81;43;B
81;43;POLE
82;43;POLE
81;43;MAST
90;49;TOWER
91;49;MAST
91;49;TOWER
91;49;TOWER
90;49;MAST
91;49;MAST
91;49;POLE
91;49;MAST
91;49;MAST
91;49;MAST
91;49;TOWER
80;49;TOWER
80;50;TOWER
81;49;MAST
81;48;MAST
80;49;MAST
80;49;MAST
80;49;MAST
80;50;MAST
81;49;POLE
81;50;B
81;49;TOWER
81;49;TOWER
81;50;MAST
80;49;TOWER
80;49;TOWER
80;50;TOWER
80;49;TOWER
80;49;TOWER
81;50;TOWER
79;49;TOWER
79;49;TOWER
79;49;TOWER
98;54;MAST
98;54;MAST
85;59;TOWER
86;59;TOWER
85;60;TOWER
86;60;TOWER
86;60;TOWER
85;60;MAST
85;61;TOWER
85;60;TOWER
85;60;TOWER
86;60;TOWER
86;59;TOWER
85;59;TOWER
86;60;TOWER
86;59;TOWER
86;59;TOWER
85;59;TOWER
85;60;TOWER
85;60;TOWER
85;61;TOWER
85;60;TOWER
85;60;TOWER
86;60;TANK
86;60;TOWER
58;59;N/A
57;60;N/A
58;59;TOWER
58;58;N/A
59;58;N/A
57;60;N/A
59;58;N/A
58;60;N/A
59;59;N/A
59;58;N/A
57;58;N/A
58;60;N/A
59;58;N/A
58;59;N/A
59;58;TOWER
57;60;TOWER
57;60;TOWER
59;58;TOWER
62;51;MAST
62;51;MAST
89;60;TOWER
90;60;TOWER
90;60;TOWER
89;60;TOWER
90;60;TOWER
90;60;TOWER
89;59;TOWER
89;60;TOWER
89;60;TOWER
90;60;TOWER
89;60;TOWER
84;59;TOWER
84;60;TOWER
84;60;TOWER
84;59;TOWER
84;59;TANK
84;59;TOWER
84;60;TOWER
84;60;TOWER
85;59;TOWER
84;59;TOWER
85;59;TOWER
85;60;TOWER
84;60;POLE
84;59;TOWER
86;58;TOWER
85;58;TOWER
86;59;TOWER
85;58;TOWER
85;58;UPOLE
85;58;TOWER
85;59;TOWER
86;59;TOWER
86;58;TOWER
86;58;TOWER
86;58;TOWER
85;58;MAST
85;58;TOWER
87;58;TOWER
86;58;TOWER
87;58;TOWER
86;58;TOWER
87;58;TOWER
87;58;TOWER
87;58;TOWER
87;58;TOWER
86;58;TOWER
87;58;TOWER
86;57;TOWER
86;58;TOWER
86;58;TOWER
87;58;TOWER
87;58;TOWER
87;58;TOWER
87;58;TOWER
88;58;N/A
89;59;TOWER
89;59;N/A
89;58;N/A
89;59;N/A
89;59;N/A
89;59;N/A
88;58;N/A
89;59;N/A
89;58;N/A
89;59;N/A
88;58;N/A
89;59;N/A
89;58;N/A
89;58;TOWER
89;59;TOWER
88;58;TOWER
89;58;TANK
88;58;TOWER
89;59;TOWER
89;59;TOWER
89;59;TOWER
89;59;TOWER
89;58;TOWER
88;58;TOWER
88;58;TOWER
89;58;TOWER
88;58;TOWER
88;58;TOWER
88;58;TOWER
78;50;N/A
78;50;N/A
77;50;TOWER
78;50;TOWER
78;50;TOWER
78;50;TOWER
78;50;TOWER
77;50;TOWER
78;50;TOWER
77;50;N/A
78;50;TOWER
78;50;TOWER
78;49;TOWER
78;50;TOWER
78;50;TOWER
95;46;N/A
95;45;N/A
95;45;N/A
95;45;N/A
95;45;N/A
94;46;N/A
95;45;N/A
95;45;N/A
95;45;N/A
94;45;N/A
94;46;N/A
94;46;N/A
94;45;N/A
94;45;N/A
95;45;N/A
95;45;N/A
95;45;N/A
95;46;N/A
95;46;N/A
95;45;N/A
95;45;TANK
94;45;TOWER
90;49;TOWER
90;49;POLE
90;50;TOWER
91;49;TOWER
91;49;POLE
91;50;TOWER
91;49;MAST
90;50;TOWER
90;49;TOWER
90;50;MAST
90;49;TOWER
89;49;POLE
89;49;TOWER
90;49;N/A
90;49;N/A
89;49;N/A
89;49;N/A
90;49;POLE
90;49;TOWER
90;49;N/A
90;49;TOWER
89;49;N/A
90;49;N/A
90;49;N/A
90;49;TOWER
90;49;MAST
89;49;TOWER
89;49;MAST
89;49;TOWER
89;49;TOWER
89;50;TOWER
93;51;N/A
93;51;N/A
92;51;N/A
93;52;N/A
92;52;TOWER
93;51;N/A
92;51;N/A
93;51;N/A
93;51;N/A
93;51;TOWER
93;52;N/A
92;51;N/A
93;51;N/A
93;51;N/A
93;51;N/A
94;51;N/A
93;51;N/A
92;51;TOWER
93;51;TOWER
93;51;TOWER
93;51;TOWER
93;52;TOWER
93;51;TOWER
93;51;TOWER
93;51;TOWER
92;51;TOWER
93;51;TOWER
93;51;TOWER
93;51;TOWER
93;51;TOWER
93;52;TOWER
93;51;TOWER
92;52;TOWER
93;51;TOWER
93;51;TOWER
93;51;TOWER
92;50;MAST
92;50;MAST
92;50;POLE
92;50;MAST
92;50;MAST
92;50;MAST
92;50;POLE
92;50;MAST
92;50;N/A
92;50;N/A
92;50;N/A
92;50;N/A
92;49;N/A
92;50;N/A
92;50;N/A
93;50;N/A
92;50;N/A
92;50;N/A
92;50;N/A
92;50;N/A
92;50;N/A
92;50;N/A
92;50;N/A
92;50;MAST
92;50;MAST
92;50;N/A
92;49;N/A
92;50;N/A
92;49;N/A
92;50;MAST
92;50;POLE
92;50;POLE
92;50;POLE
92;50;MAST
92;50;TOWER
92;50;TOWER
92;50;TOWER
57;62;MAST
57;63;MAST
57;63;POLE
56;61;MAST
56;61;POLE
56;61;POLE
56;61;MAST
56;61;MAST
55;62;MAST
56;62;MAST
56;62;POLE
57;63;MAST
56;62;MAST
57;62;TANK
58;63;MAST
57;62;MAST
57;61;MAST
57;61;TOWER
55;62;MAST
55;62;MAST
59;62;MAST
57;62;MAST
59;62;TOWER
57;63;MAST
58;63;MAST
59;63;MAST
58;63;MAST
59;62;TOWER
58;62;TOWER
59;62;MAST
58;62;TANK
83;46;TOWER
83;45;N/A
83;45;N/A
83;45;N/A
83;45;N/A
83;45;TOWER
83;45;N/A
83;46;N/A
83;45;N/A
83;45;N/A
83;45;N/A
83;45;N/A
83;45;TOWER
83;45;TOWER
83;46;TOWER
83;45;TOWER
83;45;TOWER
83;45;TOWER
83;45;TOWER
83;46;TOWER
83;45;TOWER
83;46;TOWER
83;45;TOWER
83;45;TOWER
83;45;TOWER
